Record_ID,Date,Factory_Location,Vehicle_Model,Vehicles_Produced,Vehicles_Delivered,Battery_Output_GWh,Autopilot_Active_Vehicles_Thousands,Charging_Stations_Installed,Energy_Storage_Deployed_MWh,Software_Update_Releases,Manufacturing_Automation_Index,Factory_Efficiency_Index,EV_Revenue_MillionUSD,Energy_Business_Revenue_MillionUSD,Operating_Margin_Percent
934,2022-07-23,Fremont,Cybertruck,1044,843,52.1,646,117,135,6,71.37,86.19,7656.57,341.7,17.01
935,2022-07-24,Texas,Cybertruck,6712,728,62.46,1231,80,583,1,67.16,98.24,1312.34,1730.06,20.2
936,2022-07-25,Berlin,Model S,4300,6621,18.22,297,37,220,5,63.08,65.06,4311.45,958.49,29.33
937,2022-07-26,Berlin,Model Y,7886,2644,75.91,1196,57,388,2,85.26,76.16,2463.46,1476.92,20.2
938,2022-07-27,Shanghai,Model 3,7916,4080,14.57,621,74,33,1,62.34,96.24,6791.04,670.51,17.94
939,2022-07-28,Texas,Model S,3174,2924,14.92,905,99,756,2,92.54,67.27,5328.53,3500.41,9.28
940,2022-07-29,Fremont,Model S,5803,8012,34.08,686,7,685,2,65.7,95.1,8013.39,483.15,28.05
941,2022-07-30,Shanghai,Model X,7936,5205,64.58,1365,44,114,1,84.48,95.23,1920.87,3620.91,5.6
942,2022-07-31,Shanghai,Model S,8577,2663,52.63,1381,39,44,3,95.96,89.86,10901.92,583.74,16.07
943,2022-08-01,Texas,Model X,2315,4422,26.89,1085,83,627,2,77.93,77.55,8439.9,1822.78,26.4
944,2022-08-02,Shanghai,Model X,3175,5733,75.1,735,19,751,4,82.28,73.27,1342.49,3158.86,10.29
945,2022-08-03,Fremont,Model S,6378,3115,65.52,851,116,282,0,94.99,80.03,2731.52,918.83,14.51
946,2022-08-04,Fremont,Model 3,6782,5455,50.13,1219,106,185,4,61.08,77.59,5704.4,2554.24,20.84
947,2022-08-05,Fremont,Model Y,7593,7431,49.56,1342,10,365,2,81.64,96.9,10693.38,3588.95,12.06
948,2022-08-06,Texas,Cybertruck,5225,893,51.89,381,56,277,0,61.31,91.7,4549.09,753.97,13.67
949,2022-08-07,Fremont,Model 3,1618,815,48.98,693,116,84,5,78.28,76.06,5714.87,2270.11,22.78
950,2022-08-08,Berlin,Cybertruck,8539,5783,74.84,747,107,186,2,85.53,89.75,11629.84,1169.78,22
951,2022-08-09,Shanghai,Model Y,5659,4792,22.29,866,65,251,5,77.88,97.66,9936.52,587.85,7.98
952,2022-08-10,Shanghai,Cybertruck,1084,8065,52.16,1210,11,21,2,77.4,86.97,11245.35,387.83,16.1
953,2022-08-11,Berlin,Model Y,4680,6758,57.6,272,15,629,3,78.91,72.82,3940,3073.83,18.85
954,2022-08-12,Shanghai,Model X,2322,8302,59.6,516,36,811,3,97.35,65.94,7685.8,251.65,8.94
955,2022-08-13,Shanghai,Model 3,5294,590,32.22,913,35,866,4,77.33,90.59,4825.65,1207.57,22.12
956,2022-08-14,Fremont,Model 3,8192,1716,72.63,779,39,23,3,81.6,75.71,6214.33,538.87,13.96
957,2022-08-15,Texas,Cybertruck,7842,4676,52.91,1053,74,631,0,68.55,74.55,1847.77,1371.05,18.67
958,2022-08-16,Shanghai,Model X,2739,8036,57.94,373,20,636,6,77.98,66,4339.67,2411.27,10.23
959,2022-08-17,Fremont,Model X,4165,5369,37.95,1452,22,623,5,97.28,75.05,6503.7,893.23,10.8
960,2022-08-18,Texas,Model X,8502,7836,16.2,789,53,130,2,93.36,67.53,4909.59,968.65,28.14
961,2022-08-19,Fremont,Model S,3729,2615,61.57,577,35,550,0,78.88,71.62,1677.02,232.98,18.16
962,2022-08-20,Texas,Model X,8404,734,29.24,559,102,370,6,75.03,88.89,11424.38,626.76,26.92
963,2022-08-21,Fremont,Cybertruck,7940,1059,76.23,811,2,133,4,87.21,90.28,4214.58,250.58,17.11
964,2022-08-22,Shanghai,Model 3,2385,6724,61.94,121,109,212,3,92.19,68.77,7611.48,3314.7,8.05
965,2022-08-23,Berlin,Cybertruck,2063,1862,47.22,1094,78,350,4,92.48,84.4,10701.57,3618.17,13.67
966,2022-08-24,Texas,Model S,5439,3160,17.39,154,109,873,3,72.76,89.49,6790.15,546.69,25.02
967,2022-08-25,Berlin,Model 3,3606,2389,11.66,1381,55,878,0,83.18,84.72,5028.44,591.49,21.47
968,2022-08-26,Berlin,Model S,1207,5993,7.08,975,37,685,3,72.79,79.06,6358.12,3719.25,17.35
969,2022-08-27,Berlin,Model S,622,5488,37.62,763,62,375,0,81.5,85.15,8708.36,2139.61,14.74
970,2022-08-28,Shanghai,Model X,4019,8289,34.58,739,106,407,6,83.75,89.55,7410.4,1644.4,23.38
971,2022-08-29,Fremont,Model Y,3223,6522,10.8,497,54,199,5,67.83,94.93,2882.41,2481.13,29.69
972,2022-08-30,Fremont,Model 3,6746,3893,7.72,443,70,783,5,84.92,91.7,7706.05,1689.27,29.3
973,2022-08-31,Berlin,Model Y,7673,708,55.14,1377,8,691,1,81.84,89.37,5519.62,2559.87,8.81
974,2022-09-01,Shanghai,Model Y,3285,3205,41.66,382,54,384,5,64.41,93.19,5303.68,2863.87,16.46
975,2022-09-02,Fremont,Model S,4129,6906,27.6,758,71,880,6,63.57,95.84,1548.91,1470.05,26.98
976,2022-09-03,Fremont,Cybertruck,8005,3006,48.24,836,3,184,4,73.65,85.75,10075.69,1783.31,28.64
977,2022-09-04,Texas,Model S,3506,7258,75.18,502,30,708,5,84.63,88.02,731.06,1368.98,29.78
978,2022-09-05,Texas,Model Y,1868,7813,32.3,886,19,379,2,75.18,83.04,2440.17,2466.85,5.7
979,2022-09-06,Berlin,Model X,8767,4915,42.87,408,76,868,4,62.88,78.39,5359.33,1095.81,6.67
980,2022-09-07,Berlin,Model Y,8382,517,56.79,600,38,17,6,70.46,89.03,10942.79,2528.81,16.62
981,2022-09-08,Shanghai,Model Y,4719,1229,9.51,405,58,434,4,87.77,74.24,11890.94,1744.79,6.26
982,2022-09-09,Shanghai,Model X,4655,3858,57.61,1048,47,91,1,91.36,94.63,7659.6,542.57,13.56
983,2022-09-10,Fremont,Model 3,1274,4821,29.48,154,103,587,3,83.69,80.4,867.83,124.32,21.1
984,2022-09-11,Texas,Cybertruck,5349,4244,31.05,1062,87,619,6,94.99,72.1,1828.43,2621.69,15.33
985,2022-09-12,Fremont,Model X,8150,747,57.19,493,4,437,3,87.48,96.41,6552.55,1364.69,17.14
986,2022-09-13,Fremont,Cybertruck,3152,5105,13.68,410,82,645,2,84.35,87.36,11611.54,2756,25.9
987,2022-09-14,Texas,Model 3,5094,6063,24.34,393,86,601,1,66.1,79.67,10668.03,3219.77,5.96
988,2022-09-15,Berlin,Model X,5797,3292,59.95,604,25,764,1,88.37,90.33,4375.75,1253.58,21.5
989,2022-09-16,Texas,Model Y,1116,2116,78.14,973,1,456,6,80.56,92.96,2311.3,2109.84,24.08
990,2022-09-17,Berlin,Model Y,6848,8329,76.51,606,89,311,0,67.36,89.92,5269.88,2675.79,28.12
991,2022-09-18,Texas,Model Y,1398,7008,49.76,467,82,454,1,64.49,96.19,11431.06,2544.45,12.74
992,2022-09-19,Shanghai,Model X,1147,6561,71.86,243,17,824,4,84.09,72,10820.7,2670.24,15.91
993,2022-09-20,Texas,Model 3,2613,8255,41.35,650,48,702,4,91.76,91.17,9984.16,3099.79,20.1
994,2022-09-21,Shanghai,Model X,8521,7965,36.49,514,109,25,4,77.54,65.96,5953.93,2893.19,22.53
995,2022-09-22,Texas,Cybertruck,3129,1870,61.96,1451,2,25,4,77.95,67.14,2420.04,355.21,11.74
996,2022-09-23,Texas,Cybertruck,1171,5598,58.07,773,90,155,2,89.31,80.51,3383.58,3211.4,22.79
997,2022-09-24,Shanghai,Model Y,5204,3756,34.36,1497,93,575,3,69.13,68.42,10272.92,195.84,22
998,2022-09-25,Berlin,Cybertruck,8235,8132,65.71,1086,64,339,2,77.53,72.99,7529.16,111.9,16.38
999,2022-09-26,Berlin,Model X,1822,7066,12.76,294,15,256,0,75.96,75.76,1842.42,440.14,26.17
1000,2022-09-27,Berlin,Model 3,4771,5237,39.71,322,33,811,6,74.71,66.15,10637.6,1547.2,12.55
1001,2022-09-28,Berlin,Model 3,4914,5443,42.28,1209,29,66,0,69.47,89.14,3334.95,223.2,19.42
1002,2022-09-29,Texas,Model Y,7302,956,5.83,316,119,453,0,84.66,74.27,6043.62,1590.96,19.72
1003,2022-09-30,Berlin,Model X,6712,8022,32.19,1471,107,354,1,92.24,68.48,6901.86,1184.04,28.25
1004,2022-10-01,Shanghai,Model X,5158,2356,78.8,1498,43,725,4,86.07,77.54,1290.15,2533.25,13.01
1005,2022-10-02,Shanghai,Model S,1352,4929,75.11,721,117,202,4,69.39,68.82,5264.19,3580.46,26.09
1006,2022-10-03,Fremont,Model S,990,2073,79.97,324,24,385,5,79,76.86,906.41,3763.22,27.28
1007,2022-10-04,Fremont,Model S,4358,5223,11.68,1473,107,717,0,62.39,66.8,8612.81,3239.41,26.2
1008,2022-10-05,Texas,Model X,4622,3556,14.5,476,74,475,0,66.85,77.23,6665.06,1417.93,17.73
1009,2022-10-06,Texas,Model Y,2984,4011,13.69,741,33,325,0,61.9,84.26,5788.8,439.76,23.38
1010,2022-10-07,Texas,Model X,4734,1139,67.11,224,58,502,0,87.81,88.27,2687.52,1500.47,20.43
1011,2022-10-08,Texas,Model S,6127,3739,75.29,286,3,606,3,71.85,96.45,8263.01,2450.25,19.83
1012,2022-10-09,Shanghai,Model 3,7448,8245,61.56,716,117,10,3,63.53,76.19,7759.32,2240.44,26.12
1013,2022-10-10,Texas,Model Y,1941,4132,78.67,171,3,452,1,93.24,70.62,10473.4,3060.72,26.66
1014,2022-10-11,Texas,Model Y,3188,6720,48.09,703,4,540,5,86.66,98.03,5335.03,2344.88,18.48
1015,2022-10-12,Shanghai,Model X,3197,5068,15.61,553,16,232,6,68.33,86,11382.29,3410.26,17.43
1016,2022-10-13,Berlin,Model 3,6218,4878,11.65,268,76,121,2,88.01,80.85,5227.51,3225.7,23.09
1017,2022-10-14,Shanghai,Cybertruck,1441,5565,78.69,493,6,526,6,69.24,82.14,3974.58,373.94,22.49
1018,2022-10-15,Shanghai,Model Y,4201,5185,30.17,965,44,717,3,67.24,91.15,10961.96,184.33,8.43
1019,2022-10-16,Berlin,Model 3,4726,4081,11.75,1391,64,170,4,76.38,86,4618.07,1204.82,27.54
1020,2022-10-17,Berlin,Model S,1080,6150,45.89,539,53,174,4,97.66,85.48,8814.12,438.35,14.48
1021,2022-10-18,Fremont,Model S,8388,5354,34.71,628,10,364,1,76.37,97.03,11611.06,1239.61,14.2
1022,2022-10-19,Texas,Model S,1593,2650,29.7,269,109,11,4,65.39,88.02,4615.51,427.96,15.57
1023,2022-10-20,Shanghai,Cybertruck,564,739,60.23,1355,3,576,2,97.59,72.63,656.74,3822.58,13.64
1024,2022-10-21,Texas,Model Y,5694,553,63.34,1243,30,385,3,81.16,82.5,10782.66,2798.15,23.39
1025,2022-10-22,Texas,Model 3,7392,7104,29.99,329,32,851,2,68.31,85.3,7763.71,3165.88,12.71
1026,2022-10-23,Shanghai,Model S,8289,3022,7.92,435,14,154,5,76.49,72.38,7685.84,1605.99,14.86
1027,2022-10-24,Shanghai,Model X,3371,7096,38.32,1204,9,602,1,85.29,98.56,10214.27,1526.74,23.19
1028,2022-10-25,Shanghai,Cybertruck,2170,7462,29.02,762,62,829,1,60.2,78.05,2591.67,3024.83,27.78
1029,2022-10-26,Texas,Model 3,8821,3584,15.67,692,22,273,3,85.9,82.54,1329.51,698.64,24.36
1030,2022-10-27,Berlin,Model S,1537,6640,11.89,1446,38,430,3,62.98,93.65,10350.44,1282.05,10.72
1031,2022-10-28,Shanghai,Model X,7262,716,9.73,1362,112,365,6,64.76,77.82,7198.69,1885.35,6.65
1032,2022-10-29,Shanghai,Model 3,3439,5623,62.9,1039,31,659,0,85.39,65.88,6289.36,2502.7,26.46
1033,2022-10-30,Fremont,Cybertruck,4775,3643,44.34,495,99,369,6,68.39,73.5,11346.26,2270.46,18.66
1034,2022-10-31,Texas,Model 3,3063,629,28.89,1356,18,433,4,96.13,89.29,9104.2,1762.91,19.28
1035,2022-11-01,Shanghai,Model S,6475,3827,27.7,1050,43,449,3,63.74,80.12,1930.1,3540.05,29.4
1036,2022-11-02,Shanghai,Model 3,537,2885,11.73,1113,85,103,3,96.54,87.57,5248.6,3219.06,20.5
1037,2022-11-03,Berlin,Model Y,7460,3973,23.43,388,72,388,0,92.25,90.36,10572.9,1133.32,18.34
1038,2022-11-04,Shanghai,Model 3,6943,7957,52.51,420,44,852,1,93.65,97.84,7945.27,1769.13,14.17
1039,2022-11-05,Fremont,Model X,8895,2603,62.8,634,85,564,1,86.47,72.42,9081.93,1412.08,28.84
1040,2022-11-06,Fremont,Model Y,2186,6094,21.28,163,73,283,0,62.57,78.18,2452.73,817.5,19.94
1041,2022-11-07,Fremont,Cybertruck,8639,4796,7.82,693,66,556,0,96.67,97.13,11747.86,2019.26,26.91
1042,2022-11-08,Texas,Model Y,1396,6424,30.14,124,109,15,2,75.09,80.78,6133.74,3812.05,17.76
1043,2022-11-09,Berlin,Model 3,6163,3424,60.97,1146,75,204,0,69.33,82.16,11052.52,2680.9,11.72
1044,2022-11-10,Fremont,Model Y,3760,2156,71.98,1463,106,458,0,89.81,78.68,8915.26,3998.4,13.53
1045,2022-11-11,Fremont,Model 3,4243,1392,46.6,1467,69,92,2,79.92,75.27,5911.72,2508.54,7.16
1046,2022-11-12,Berlin,Cybertruck,7703,4595,40.9,736,68,757,0,66.33,69,3030.26,1314.04,22.04
1047,2022-11-13,Texas,Model Y,2028,7513,29.52,581,14,800,5,62.46,66,7541.99,1595.7,21.35
1048,2022-11-14,Shanghai,Cybertruck,1780,8150,56.02,914,102,230,5,83.76,89.82,8701.05,778.01,10.42
1049,2022-11-15,Shanghai,Model Y,7255,4254,72.14,624,107,879,0,95.6,88.73,11398.96,2855.13,16.71
1050,2022-11-16,Shanghai,Model 3,8894,4191,36.28,1376,8,810,4,66.79,97.02,4242.68,2358.2,11.87
1051,2022-11-17,Texas,Model 3,7168,5575,37.97,997,114,51,5,81.35,76.16,867,2027.25,16.3
1052,2022-11-18,Fremont,Model Y,8238,1705,48.59,621,47,194,2,63.37,86.17,4903.9,2054.66,12.21
1053,2022-11-19,Fremont,Model Y,5221,2156,54.11,563,111,139,1,83.77,75.45,3849.91,1527.78,8.7
1054,2022-11-20,Berlin,Model 3,8320,1004,64.84,1302,113,400,0,73.63,83.53,1994.8,3430.67,29.79
1055,2022-11-21,Fremont,Model S,1239,7708,65.98,944,112,851,5,62.76,94.74,7951.89,3806.95,6.31
1056,2022-11-22,Shanghai,Model Y,6179,7533,20.48,1423,38,14,5,65.48,95.12,11099.12,3399.27,6.72
1057,2022-11-23,Berlin,Model X,2936,3188,18.8,398,9,897,6,92.32,82.26,6379.16,172.6,9.82
1058,2022-11-24,Texas,Cybertruck,2934,4581,45.05,1266,45,101,5,69.2,75.54,11341.68,1524.98,6.5
1059,2022-11-25,Texas,Model Y,2156,4055,58.22,945,66,676,3,66.67,83.21,5335.12,390.83,9.08
1060,2022-11-26,Berlin,Model S,2538,2694,9.87,1131,78,550,0,74.32,86.39,8292.59,2443.71,6.86
1061,2022-11-27,Shanghai,Cybertruck,4577,4695,56.76,1202,70,157,3,70.27,72.74,2699.94,2960.15,24.44
1062,2022-11-28,Fremont,Model Y,700,411,66.99,751,24,844,0,69.67,80.96,5881.06,577.86,24.13
1063,2022-11-29,Shanghai,Model S,677,1597,78.93,785,62,211,6,92.98,82.8,9818.06,3344.17,10.67
1064,2022-11-30,Berlin,Cybertruck,551,6312,46.59,907,32,898,0,78.96,95.03,3077.61,911.12,22.53
1065,2022-12-01,Texas,Model 3,2764,4019,45.48,200,42,171,2,76.38,84.54,2396.33,1514.24,24.92
1066,2022-12-02,Texas,Model X,1736,3180,48.99,1278,108,262,6,92.96,65.29,4775.61,3455.38,5.49
1067,2022-12-03,Fremont,Model S,664,6318,35.54,618,116,672,4,95.51,76.07,4925.12,2547.06,9.8
1068,2022-12-04,Shanghai,Model Y,1758,5406,38.59,1357,86,66,4,68.18,87.47,3204.63,2687.06,15.46
1069,2022-12-05,Berlin,Model S,4558,2492,31.51,1278,68,552,3,73.27,98.48,5192.39,1173.71,12.29
1070,2022-12-06,Berlin,Cybertruck,3652,2689,79.85,94,47,620,3,94.41,80.87,10999.66,671.99,26.37
1071,2022-12-07,Shanghai,Model 3,3793,2897,59.27,1189,35,139,6,90.94,70.73,843.45,2668.47,28.42
1072,2022-12-08,Berlin,Model Y,504,7097,12.65,214,10,671,5,97.71,97.29,10472.65,3211.6,22.57
1073,2022-12-09,Berlin,Model S,8036,2696,31.23,539,107,721,4,93.3,79.69,6065,1706.19,10.43
1074,2022-12-10,Shanghai,Model X,6774,3665,10.75,1081,68,268,3,95.95,83.39,2214.22,3739.26,5.35
1075,2022-12-11,Texas,Model Y,6079,5003,51.77,772,51,175,6,64.69,74.9,6515.46,537.52,14.41
1076,2022-12-12,Shanghai,Model Y,963,6194,31.02,841,51,450,5,82.4,93.63,8729.27,3396.07,6.65
1077,2022-12-13,Texas,Model Y,4802,3476,45.75,1422,92,135,4,97.39,89.16,8854.98,3618.36,16.13
1078,2022-12-14,Texas,Model S,7750,4790,11.33,226,26,374,3,66.59,71.84,7243.07,3838.78,8.78
1079,2022-12-15,Texas,Cybertruck,8466,7963,9.18,1333,63,161,2,78.57,83.8,5699.32,883.08,10.39
1080,2022-12-16,Fremont,Model S,8070,4042,62.72,275,83,80,2,81.73,91.39,11547.63,3416.17,15.65
1081,2022-12-17,Fremont,Cybertruck,4012,2612,47.78,168,105,58,5,64.66,97.9,9159.19,2356.35,16.25
1082,2022-12-18,Shanghai,Model X,8501,5745,68.79,904,29,809,1,68.37,87.02,11277.09,3260.47,12.03
1083,2022-12-19,Fremont,Model 3,7334,4253,14.19,143,100,142,4,96.29,72.32,7601.59,1447.76,10.2
1084,2022-12-20,Shanghai,Model X,2520,4010,78.09,200,88,821,1,75.96,90.24,3568.27,1385.38,20.05
1085,2022-12-21,Berlin,Model S,7564,4608,51.3,411,73,400,2,76.2,97.6,7393.33,470.54,7.26
1086,2022-12-22,Shanghai,Model S,938,7180,5.79,104,66,689,6,94.42,88.65,2202.56,335.23,6.48
1087,2022-12-23,Shanghai,Cybertruck,8673,6150,22.1,295,112,419,3,83.06,84.12,10456.87,1137.7,5.62
1088,2022-12-24,Berlin,Model X,2140,6321,79.19,585,75,379,6,81.14,74.66,6701.42,1002.5,22.66
1089,2022-12-25,Shanghai,Model Y,775,1810,22.16,1419,103,335,2,69.95,76.6,2157.85,248.11,26.07
1090,2022-12-26,Texas,Model S,7307,7927,56.52,1398,76,255,0,83.15,67.7,3740.43,2628.92,11.56
1091,2022-12-27,Shanghai,Cybertruck,5087,6779,60.97,1463,118,167,0,74.2,95.81,8328.44,844.09,12.95
1092,2022-12-28,Shanghai,Model 3,7701,6017,59.47,1131,55,392,2,81.43,83.57,9413.93,2164.94,17.16
1093,2022-12-29,Berlin,Model 3,7208,803,9.42,216,14,222,6,80.71,97.17,3945.91,2572.29,16.47
1094,2022-12-30,Shanghai,Model Y,6457,2667,65.57,1390,54,286,4,78.34,95.41,11928.42,1714.42,24
1095,2022-12-31,Texas,Model 3,4714,6504,68.25,509,80,364,5,88.3,81.68,11825.37,1810.47,12.54
1096,2023-01-01,Fremont,Model 3,6799,4217,77.03,288,99,733,1,86.63,75.75,9515.53,898.7,17.92
1097,2023-01-02,Texas,Model S,5511,2845,42.36,1089,9,282,3,63.99,70.66,7359.71,1316.59,29.76
1098,2023-01-03,Berlin,Model 3,2825,7469,19.27,1145,73,52,4,73.4,96.28,2124.05,1380.95,17.36
1099,2023-01-04,Berlin,Cybertruck,3033,1566,42.64,198,68,670,3,85.7,98.98,8626.54,645.72,10.45
1100,2023-01-05,Shanghai,Model X,2895,6134,50.04,288,82,358,5,80.58,93.25,1672.62,1402.66,19.58
1101,2023-01-06,Berlin,Model Y,7120,960,54.69,557,12,637,2,77.95,81.35,9548.21,1974.28,17.68
1102,2023-01-07,Berlin,Model S,3876,7997,9.99,502,99,602,5,79.52,98.23,11222.14,1288.42,12.27
1103,2023-01-08,Fremont,Model S,8215,8317,52.21,259,49,574,6,62.11,79.23,4091.07,551.82,5.55
1104,2023-01-09,Shanghai,Model X,1131,3406,31.2,835,6,79,5,89.18,75.95,7971.88,752.89,6.28
1105,2023-01-10,Berlin,Cybertruck,5192,1243,29.56,738,40,659,4,86.67,84.75,9155.11,961.99,19.27
1106,2023-01-11,Shanghai,Model 3,4903,8107,31.41,1258,97,573,2,60.44,65.92,5212.13,3706.89,12.25
1107,2023-01-12,Shanghai,Model X,8085,2083,55.46,698,105,408,6,75.83,89.24,4941.87,2333.87,14.58
1108,2023-01-13,Texas,Model S,8981,1513,44.91,335,28,22,2,61.08,79.87,5029.15,2971.17,6.14
1109,2023-01-14,Berlin,Cybertruck,8728,6969,36.25,928,100,157,3,74.51,95.06,8941.59,139.22,8.12
1110,2023-01-15,Shanghai,Model S,1621,2988,77.7,1073,119,253,1,94.34,89.5,7167.8,3398.5,12.69
1111,2023-01-16,Fremont,Model X,6396,6692,73.85,1340,105,398,2,79.48,66.63,7295.7,914.26,25.26
1112,2023-01-17,Shanghai,Model Y,6301,8243,75.62,815,72,289,4,76.91,66.37,4057.96,122.03,27.82
1113,2023-01-18,Berlin,Model 3,5686,4870,71.01,1496,58,816,3,70.17,90.05,6122.13,3401.55,25.58
1114,2023-01-19,Berlin,Model 3,3575,7940,7.83,1142,21,576,2,84.57,88.38,4157.84,1698.01,19.37
1115,2023-01-20,Berlin,Cybertruck,8857,2469,77.62,399,119,225,0,60.19,90.63,8377.77,1600.69,22.46
1116,2023-01-21,Texas,Model Y,8890,8022,66.29,897,80,134,0,65.81,93.74,4001.7,3228.08,13.94
1117,2023-01-22,Fremont,Model 3,4570,6713,20.03,757,114,80,2,72.54,71.78,7993.33,456.4,26.05
1118,2023-01-23,Shanghai,Model Y,1807,7956,27.94,433,120,411,4,69.58,70.09,6303.18,2238.81,8.65
1119,2023-01-24,Texas,Model X,770,7029,63.52,892,3,260,0,86.53,76.47,10463.48,2716.67,12.1
1120,2023-01-25,Texas,Model Y,8019,6043,23.01,1027,73,157,1,69.43,69.27,4254.58,3120.75,18.33
1121,2023-01-26,Berlin,Model X,6227,1756,10.46,1265,106,154,6,86.74,80.77,1591.8,333.36,8.16
1122,2023-01-27,Fremont,Cybertruck,5835,8250,66.03,647,117,609,6,76.38,86.45,7485.28,1024.42,5.31
1123,2023-01-28,Shanghai,Model 3,1271,6478,52.12,1497,73,509,6,82.63,84.6,11879.4,251.32,28.99
1124,2023-01-29,Texas,Model X,3797,6513,71.39,1215,93,253,2,71.19,93.51,5497.35,738.92,12.31
1125,2023-01-30,Berlin,Cybertruck,2215,1380,40.6,1181,119,100,6,68.07,90.16,6452,1408.37,24.56
1126,2023-01-31,Texas,Model S,1417,6454,48.82,877,95,795,1,70.89,87.71,10556.42,1529.69,27.57
1127,2023-02-01,Texas,Model S,3570,6911,74.78,1279,75,879,4,84.71,91.02,3252.3,3437.68,16.42
1128,2023-02-02,Texas,Model 3,3702,7065,70.49,1318,44,749,1,70.94,77.93,11005.26,2247.9,14.59
1129,2023-02-03,Berlin,Cybertruck,2434,4469,22.83,802,70,335,6,64.87,70.58,6898.56,2762.11,14.08
1130,2023-02-04,Shanghai,Cybertruck,2041,807,71.67,1468,81,795,6,83.21,67.18,1638.85,3765.04,9.84
1131,2023-02-05,Texas,Cybertruck,6494,8139,6.4,652,64,516,1,95.21,86.16,1308.5,166.5,14.28
1132,2023-02-06,Texas,Model X,7431,4326,7.74,462,88,633,2,90.52,79.95,4019.29,3774.34,8.39
1133,2023-02-07,Texas,Model 3,5219,2595,78.06,530,42,610,0,87.83,88.37,1034.56,1175.95,12.68
1134,2023-02-08,Fremont,Model 3,3953,7363,67.24,500,77,874,6,74.42,88.82,1555.8,3147,5.2
1135,2023-02-09,Texas,Cybertruck,8636,4240,38.82,874,11,802,5,71.37,87.92,5704.2,1576.87,12.99
1136,2023-02-10,Texas,Model 3,1555,6070,64.25,194,41,695,2,94.13,77.21,10370.25,300.52,26.08
1137,2023-02-11,Texas,Cybertruck,1515,8381,9.39,114,86,61,2,65.16,83.66,1715.4,2663.81,6.37
1138,2023-02-12,Fremont,Model Y,7127,3288,28.92,467,39,315,2,67.44,94.47,4544.93,419.27,15.31
1139,2023-02-13,Berlin,Model X,7047,1600,30.1,769,45,691,6,76.92,80.24,2307.34,3446.47,17.74
1140,2023-02-14,Berlin,Model S,5953,4516,60.03,580,101,576,5,82.46,89.29,1230.16,750.78,6.16
1141,2023-02-15,Berlin,Model Y,5690,1416,13.48,1187,5,706,3,77.61,69.49,1130.68,3389.02,21.01
1142,2023-02-16,Berlin,Model X,8381,5646,74.56,555,46,854,4,62.57,68.06,7979.44,1638.77,5.41
1143,2023-02-17,Fremont,Model 3,6845,1875,42.08,453,3,542,5,68.4,89.55,5931.85,3334.58,22.28
1144,2023-02-18,Berlin,Model S,7068,5962,74.14,178,11,183,3,74.14,66.89,761.95,1914.54,20.83
1145,2023-02-19,Fremont,Model Y,835,5278,11.54,378,117,468,3,64.09,94.54,2294.56,826.78,23.66
1146,2023-02-20,Fremont,Cybertruck,3050,6057,67.54,953,77,271,5,60.53,97.87,6850.78,3345.13,7.37
1147,2023-02-21,Fremont,Cybertruck,4536,4216,20.15,279,96,207,5,89.07,80.15,6544.6,3428.57,8.18
1148,2023-02-22,Texas,Model S,1461,7987,60.86,886,81,763,5,96.34,82.34,4093.4,2035.37,23.16
1149,2023-02-23,Texas,Model X,8025,5951,27.61,311,95,240,3,92.59,84.4,5662.22,1772.55,8.81
1150,2023-02-24,Shanghai,Model 3,6881,3511,62.65,326,3,796,1,92.65,80.22,11332.52,1212.07,14.2
1151,2023-02-25,Berlin,Model S,3244,8027,36.56,359,63,446,0,78.24,67.82,5009.3,2668.67,16.81
1152,2023-02-26,Berlin,Cybertruck,4869,3281,6.82,957,9,243,2,78.7,79.37,868.03,2620.74,16.45
1153,2023-02-27,Fremont,Model S,1072,1526,23.64,1192,3,718,5,80.67,83.95,5348.65,3802.69,19.67
1154,2023-02-28,Texas,Model S,5945,4014,26.75,1460,112,235,6,72.31,69.52,1563.7,2479.17,21.61
1155,2023-03-01,Fremont,Model X,3212,7012,13.21,1396,103,319,6,86.23,95.46,5039.74,3920.97,16.93
1156,2023-03-02,Berlin,Model X,2581,4169,25.85,1307,36,900,2,95.82,71.06,9039.77,2436.43,16.72
1157,2023-03-03,Shanghai,Model S,2917,2794,13.49,154,101,693,3,69.24,91.2,10121.94,3335.54,12.41
1158,2023-03-04,Shanghai,Model Y,4258,6840,40.1,50,111,377,6,87.08,92.92,6942.54,1056.15,12.45
1159,2023-03-05,Berlin,Model S,8643,8386,58.65,1279,39,108,3,60.56,96.98,9474.89,2636.91,14.45
1160,2023-03-06,Berlin,Model X,7903,2026,26.04,701,92,178,4,94.03,86.45,2792.4,3714.34,29.35
1161,2023-03-07,Texas,Cybertruck,3633,6969,54.72,1445,13,533,2,78.06,65.04,5227.29,1306.01,18.53
1162,2023-03-08,Berlin,Model S,7654,2139,45.19,90,35,35,3,97.02,91.47,877.7,1841.32,23.88
1163,2023-03-09,Shanghai,Model Y,6389,1740,65.47,345,40,880,0,87.3,73.37,5121.73,3628.72,20.85
1164,2023-03-10,Shanghai,Cybertruck,4595,3572,17.48,748,95,29,3,77.96,76.05,11936.09,305.18,27.29
1165,2023-03-11,Shanghai,Model X,7164,5907,73.06,570,120,542,0,81.1,89,9646.92,3296.57,8.4
